video_id,comments
uAU-1lSDTW8,"['Tremendous', 'Important that you add. The community should be paid for the value that they create. The challenge that corporates in general have is to appropriate more value than they create. That is the base of climate problem.', 'What community are you talking about? The MIC? Btw, the carbon /toxicity footprint of the military industrial complex anybody?', ""great post Very detailed and concise video you posted buddy love your content it's funny how some people out there still haven't accepted that cryptocurrencies continue to reshape the world globally. It's hard for anyone who's against it these days. Although from a trader perspective I feel that we really need more experts in this field to educate newbies/investors on how the community works, lately the price of BTC has been fluctuating which means the market is currently open and You can't tell if it's going too bearish or bullish, this uncertainty pushes most traders away and forces investors to hold, I would say it's totally wrong to just sit back and wait, maybe take a few losses along the way making, that is a wrong mindset for an investor, because as an investor, one finds ways to increase and top up more and more coins should be our number one goal in order to make a profit. It all depends on the pattern you are trading and also the source of your strategies. I started with 2 BTC and accumulated over 4.5 BTC in just 4 weeks with the right trading strategy given to me by an experienced trader Mr. Liam Bradley. His methods are top notch and profitable and he can easily be contacted via *Telegram [ Liamtrade1 ] and on WhatsApp [✙447360507585]* …."", ""The 1% should be investing money into climate action instead of hoarding funds and resources. The average persons wallet is already stretched thin. The products we are forced to buy through consumerism is what's destroying the planet. The manufacturing of these products isn't sustainable, because the government hasn't made it a requirement. We pay enough for these products to solve climate action issues and keep the 1% the 1%. We average Joe's don't need to invest any additional funds into this. Filthy rich humans need to stop being greedy. The government needs to update it's laws and contribute to climate action issues through a legal lense. If the government changed simple laws and taxed the filthy rich properly so that they can't get out of paying millions in taxes on technicalities, we wouldn't be having so many climate related problems. Jeff Besos is gearing up to leave the planet he is voluntarily destroying, and he's not using his own money to do it. He's paying nothing in taxes. That should be a crime."", 'I am new here', ""100% agree.  To find the money.\nWe need to stop giving money for rent.\nTo create real community, everyone should be able to remove themselves from the grid, rent, garbage food, oil addiction, sugar process foods, and many many other areas we all spend our money.  That's how to pay for it,  then community will have strength,  health,  intelligence and maturity..etc"", 'THE PROBLEM IS ANOTHER ONE\n* It takes less to invest in brain on tecnology= I.A. brain\n* Than really understand why the brains need a reset like a pc cuz some virus break their mind\nAnd most of the times it is just like pressure and beauty', 'Propaganda disguised as science.', 'More propaganda. Support freedom truckers! Canada truckers! End mandates!']"
TxwGZppT2WA,"['Can we quote this example as carbon sink in upsc mains answers .....brilliant innovation 💡', 'caps on property ownership!\nno more empty homes while people are homeless!\nno more evictions from primary residences!\nlet the people and the planet rest!', 'bring back linoleum~', 'How can i find text this vidio', 'First then, grow no further than nature would. \n\nAn economy inherently that requires growth cannot, by definition, be sustainable in a time scale nature can tolerate. Innovation is great but not “the answer”. There is no viable long term future without a profoundly different economic structure.', 'So what is this intelligent NATURE u r talkin about...Obviously we have not made it......So why there is no research n probing about understanding Nature ?????', 'I am new here', '🙏🏻❤️\u200d🩹✨🍀', 'Loss is nothing else but change, and change is natures delight.', 'Save Our Planet']"
NJerBBTy074,"[""After some bad things happened in my life, I also had to teach myself gratitude in order to be able to move on, it's one of my main goals now to always see thee good in order to support myself. This should be applied everyday in every case, maybe also taught in school? I want a world full of this king of people! <3 Thank you for being able to prove it scientifically! <3"", 'Really inspiring! Wish you more strength and power to empower others who feel the same!', 'Beautiful \U0001f972 thank you for sharing. I forget to be grateful some times even though there is so much in and around me to be grateful for. I will pick up my gratitude journal again 🙏🏼 thanks to you!', 'Amazing woman :)', ""I'm so grateful for this video. Amazing lesson, something we can start practicing right now. ❤ Thank you Christina 😊"", 'U R on the right path!!!', 'Silva method teaches to use ur brain to heal ur cancer. Chris beat cancer will show people winning without fighting, just living healthy', 'Thank you, amen. Thank you amen is what we practice every night at dinner. It is a chance for everyone around the table to hold hands and say what they are grateful for.', 'Its called Letting Go.... Read David hawkins Book Letting Go.... its the only way. GREAT TALK!', 'Thank you for sharing your journey']"
sRoqDVgFgSw,"['Please talk to tiny giant AKA Jeff Steinberg', ""I found this Ted Talk thanks to Brené Brown's Dare to Lead Podcast. James Rhee has such an important lesson for our time and has demonstrated that we don't have to sell out our humanity to create and lead successful businesses.  I hope this inspires more leaders to put people, communities and planet before profit ... it is the reset many of us are longing for."", 'Love this well-told story. Kindness in any form has ripple affects that may not be visible at first. I believe people are the greatest asset of any business; so glad to see a Ted Talk on this from a successful CEO. Thank you James Rhee', 'Damn these onions James! I wish more people had your perspective of how business should be done.', 'amazing stuff. thank you for sharing!', 'Definitely a fascinating case study on whether a ""legacy"" fast fashion brand was simply saved by adapting to social media, or goodwill was translated into real value. Perhaps it\'s a study on how a business like AS almost lost its way by focusing on the numbers side more than the human one. It\'s not a non-profit, but it\'s always been a business with social progress as it\'s goal. \n\nI wonder if their success was', 'Cảm giác như mk đang đc nghe 1 bản nhạc chữa lành vậy đó. Giọng hát của đp rất đặc biệt, nhẹ nhàng tình cảm. Xem video thôi đã hay ntn r, ghen tị vs ekip qaa nghe hát live chắc hay gấp 💯lần lunn', 'Cô giáo Mây thật chu đáo... Tết có nhạc mới thành mùa Xuân...!! Chúc Cô giáo năm nay cũng được Long Phụng sum vầy nhé...!!!❤👍', 'All throughout this story, this guy NEVER ONCE indicated in any way shape or form that he really understood what good will is. To him, clearly, it was just a means to an end, which was acquisition of capital. He learned how to fake being a good person in order to maximize profit. This is a guy who will never truly understand it at all, but he can fake it to achieve an end. Not one ounce of empathy in him. So sad, and such a wasted life.', 'Beautiful story. I hope more companies take this to heart.']"
Z0sHRaEhiAQ,"['To meet the worldwide demand of energy without hurting Mother Earth, we need these kinds of energy: wind, solar, hydro, geothermal, tidal, and biomass. But for the next 1000 years we also need nuclear fusion. Someday, however, we will need to get energy from tiny black holes. 💕 ☮ 🌎 🌌', '💘', 'Absolute bs. These liars will try to spin anything. The only plague on humanity is the devil.', 'WE NEED THE QUEEN OF ENGLAND TO BREAK HER SILENCE AND SPEAK AGAINST THE TYRANNY OF JUSTIN TRUDEAU. JUSTIN TRUDEAU IS WASTING ALL OUR RESOURCES AND TAXPAYERS MONEY USING FEAR AND EVIL WORDS TO DESTROY THE SPIRITS AND SOULS OF THESE PEACEFUL FREEDOM TRUCKERS. WHY  WOULD YOU NOT STEP UP AND TELL J. TRUDEAU TO HAVE A DIALOGUE WITH THE PEOPLE. IT IS ABOUT TIME. THESE PEACEFUL PEOPLE CAN LEAVE ANYTIME ONCE J. TRUDEAU DOES WHAT IS RIGHT. THANK YOU , BELOVED QUEEN, YOU MAYBE OUR ONLY HOPE AT THIS TIME OF NEED. JUSTIN TRUDEAU HAS TO STOP. GOD BLESS YOU OUR QUEEN. THANK YOU.', '""We\'ve Been Trying To Reach You About Your Car\'s Extended Warranty""', 'Yeah you are right. People should think about do no harm before buying goods and services from businesses.', '🕙', 'Planets aren’t healthy, because planets aren’t living beings. I agree we have sustain the planet for the sake of the living, but we can’t sacrifice human progress and growth. Only human ingenuity can extract sustainable resources, and that ingenuity itself requires resources. Knowledge is the real resource on this planet, because that is what creates resources in the first place. It is incorrect to think that our resources are limited.', 'WE UNDERSTAND W.H.O. SUPPORTS FLYING IF WE HOLD OUR BREATH OR STICK OUR HEAD OUT THE WINDOW OF THE PLANE. \nWHICH IS SAFER?❤️🙏', '""Bad, wrongful, harmful and unjust behaviour needs to stop"". What a surprising and profound insight. I always thought Bad, wrongful, harmful and unjust behaviour needed to continue. (Sarcasm)\n\nBut seriously, this talk took the almost tautological ""good things are good, bad things are bad"", and tried to make it sound like a novel insight. \n\nThe tricky questions are ones with a tradeoff. You have a fresh human heart, and a transplant patient across the country. You can charter a private jet to get it their now. Or put it on already flying passenger planes, and it will arrive a bit slower. You have a chart showing the heart has a 10% chance of rejection if fresh, and a 30% chance if less fresh. They don\'t say how to trade good healthcare vs pollution. They don\'t say how to trade off people not having electricity vs pollution.']"
tOurql_a-4g,"['OUTSTANDING presentation!  It is a real gift to be able to reduce such complex material to its simplest terms so the average person can understand it.  Thank you, Joshua Chu-Tan, for sharing your gift with us.', 'Wow!what a good presentation, longevity is not the answer the answer is quality', 'Genius ❣️.\nWe love this ❣️', 'The first thing I saw today when I first opened my eyes was my own disappointment.', 'Great 👍 👌', ""Nice content. I came here to learn how to invest after listening to a guy on radio talk about the importance of investing and how he made $460,000 4 months from $160k, somehow this video has helped shed light on some things, but I'm still confused, I'm a newbie and I'm open to ideas."", '我好喜欢他的表达方式，流畅优美，而且演讲方式落落大方，学习的目标！', 'One thing that remains is to understand why AMD happens and how that process could be stopped, prevented, or reversed.', 'This is extremely interesting and educative.', 'Such a good presentation ! I do feel I understand the issue now.  Thank you so much and all the best with your work . Young scientists like you give me hope for a better world .']"
-BR9P4E7liU,"['billionaires should not exist.', ""Thank you for sharing. Anything u can do to help us, or to educate us, is very much appreciated. I don't want us to vanish from this planet, that would be very sad."", ""Definition FE = Früheinwohner :\nMenschen die vor 1.1.1492 auf dem Kontinent Amerika lebten.\nDefinition NFE = Nachkommen von FE.\nDefinition NE = Neueinwohner :\nMenschen, die ab 1.1.1492 zum Kontinent Amerika gesiedelt sind.\nDefinition NNE = Nachkommen von NE.\nDer Kontinent Amerika gehört der Natur und den NFE.\nIhnen gehören das Wasser, die Erde, die Luft, die Gebäude, die Straßen, die Bodenschätze, das Geld, das Militär, die Waffen, alle Schlüssel,  alle Werkzeuge, alle Kunstwerke, usw. ;\nDie NFE sind ab 1.1.2023 Gesetzgeber.\nBis 1.4.2022 müssen alle NNE ihren Besitz, siehe oben, den NFE übergeben haben.\nAb 1.4.2022 gilt:\nTodesstrafe für NNE, die offen oder heimlich, Militär, Waffen, Schlüssel oder Werkzeuge behalten haben !\nEin NNE, der sich etwas von der Gemeinschaft der NFE borgt, muß den von der Gemeinschaft der NFE verlangten monatliche Gebühr bezahlen.\n \nDefinition FE = early residents :\nPeople who lived on the continent of America before 1/1/1492.\nDefinition NFE = Descendants of FE.\nDefinition NE = new residents :\nPeople who settled on the continent of America from January 1, 1492.\nDefinition NNE = Descendants of NE.\nThe continent of America belongs to nature and the NFE.\nThey own the water, the land, the air, the buildings, the roads, the natural resources, the money, the military, the weapons, all the keys, all the tools, all the works of art, etc.;\nThe NFE are legislators from January 1st, 2023.\nBy April 1st, 2022, all NNEs must have handed over their property, see above, to the NFE.\nThe following applies from April 1, 2022:\nDeath penalty for NNE who openly or secretly kept military, weapons, keys or tools !\nAn NNE who borrows from the community of NFEs must pay the monthly fee required by the community of NFEs.\n \nDéfinition FE = premiers résidents :\nLes personnes qui vivaient sur le continent américain avant le 01/01/1492.\nDéfinition NFE = Descendants de FE.\nDéfinition NE = nouveaux résidents :\nLes gens qui se sont installés sur le continent américain à partir du 1er janvier 1492.\nDéfinition NNE = Descendants de NE.\nLe continent américain appartient à la nature et à l'NFE.\nIls possèdent l'eau, la terre, l'air, les bâtiments, les routes, les ressources naturelles, l'argent, l'armée, les armes, toutes les clés, tous les outils, toutes les œuvres d'art, etc. ;\nLes NFE sont législateurs depuis le 1er janvier 2023.\nAvant le 1er avril 2022, toutes les NNE doivent avoir remis leur propriété, voir ci-dessus, à l'NFE.\nCe qui suit s'applique à partir du 1er avril 2022 :\nPeine de mort pour NNE qui détenait ouvertement ou secrètement des militaires, des armes, des clés ou des outils !\nUne NNE qui emprunte auprès de la communauté des NFE doit payer la redevance mensuelle exigée par la communauté des NFE.\n \nDefinición FE = primeros residentes:\nPersonas que vivieron en el continente americano antes del 1/1/1492.\nDefinición NFE = Descendientes de FE.\nDefinición NE = nuevos residentes:\nPueblo que se asentó en el continente americano a partir del 1 de enero de 1492.\nDefinición NNE = Descendientes de NE.\nEl continente de América pertenece a la naturaleza ya la NFE.\nPoseen el agua, la tierra, el aire, los edificios, los caminos, los recursos naturales, el dinero, el ejército, las armas, todas las llaves, todas las herramientas, todas las obras de arte, etc.;\nLos NFE son legisladores desde el 1 de enero de 2023.\nPara el 1 de abril de 2022, todas las NNE deben haber entregado su propiedad, ver arriba, a la NFE.\nLo siguiente se aplica a partir del 1 de abril de 2022:\n¡Pena de muerte para NNE que abierta o secretamente mantuviera militares, armas, llaves o herramientas!\nUn NNE que toma prestado de la comunidad de NFE debe pagar la tarifa mensual requerida por la comunidad de NFE.\n \nDefinição FE = primeiros residentes:\nPessoas que viveram no continente americano antes de 1/1/1492.\nDefinição NFE = Descendentes de FE.\nDefinição NE = novos residentes:\nPessoas que se estabeleceram no continente americano a partir de 1º de janeiro de 1492.\nDefinição NNE = Descendentes de NE.\nO continente da América pertence à natureza e à NFE.\nEles possuem a água, a terra, o ar, os edifícios, as estradas, os recursos naturais, o dinheiro, os militares, as armas, todas as chaves, todas as ferramentas, todas as obras de arte, etc.;\nA NFE é legisladora a partir de 1º de janeiro de 2023.\nAté 1º de abril de 2022, todos os NNEs devem ter entregue suas propriedades, veja acima, à NFE.\nO seguinte se aplica a partir de 1º de abril de 2022:\nPena de morte para NNE que, aberta ou secretamente, manteve militares, armas, chaves ou ferramentas!\nUm NNE que toma emprestado da comunidade de NFEs deve pagar a taxa mensal exigida pela comunidade de NFEs.\n \nDefinizione FE = primi residenti:\nPersone che vissero nel continente americano prima del 1/1/1492.\nDefinizione NFE = Discendenti di FE.\nDefinizione NE = nuovi residenti:\nPersone che si stabilirono nel continente americano dal 1 gennaio 1492.\nDefinizione NNE = Discendenti di NE.\nIl continente americano appartiene alla natura e alla NFE.\nPosseggono l'acqua, la terra, l'aria, gli edifici, le strade, le risorse naturali, il denaro, i militari, le armi, tutte le chiavi, tutti gli strumenti, tutte le opere d'arte, ecc.;\nLe NFE sono legislatori dal 1 gennaio 2023.\nEntro il 1 aprile 2022, tutte le NNE devono aver consegnato la loro proprietà, vedi sopra, alla NFE.\nDal 1 aprile 2022 si applica quanto segue:\nPena di morte per NNE che ha tenuto apertamente o segretamente militari, armi, chiavi o strumenti!\nUna NNE che prende in prestito dalla comunità delle NFE deve pagare il canone mensile richiesto dalla comunità delle NFE."", 'Somebody create a history map', ""Lets start making the change with our military/pentagon and billionaires first.  The average person is just along for the ride.  So quit lying to us and yourself!  What can the average person change?  We'd all have to give up houses, live in caves and hunt and gather.  No more materialistic items.  Then change will happen.  We know thats not happening any time soon so now what.  Make a new vid and talk to the real polluters.  Its not the average person!"", 'Please follow the channal', ""Let's make electricity expensive making everything expensive to buy thus killing the poorest people off in developing countries"", '📖', 'I’ve used ArcGIS for 22 years.  It is and was a very powerful tool for understanding the world around us.  What is totally glossed over is how much that software costs and how it’s licensing is now a huge cash grab.  ESRI (Jack’s company) is a monopoly, they control the market, they set the prices.  This seems more like an infomercial than a TED talk….', 'More socialistic alarmism. There is so much political bias in TED. They are going to erode their credibility, or find themselves only speaking to lefties.']"
kZhmuc3L-YI,"['Stop the rainforest destruction! Punishment for the destroyers of the environment. Bolsonaro must pay for what he is causing in Brazil.', 'As if Mother Earth is expressing her thoughts! True leader  of her community.', 'Time to start shooting oil company execs.', 'The only thing necessary for the triumph of evil is for good man to do nothing.', 'The best ted speech I\'ve seen in years! People better listen to this brave young woman, and Gojira too as ""The greatest miracle is burning to the ground"" while we eat meat and not check where our food comes from, and other resources too. Capitalism created this, created us - the consumers that consume. We can not slumber for any longer!', 'Respect it👍', 'Gibberish.', 'Grandes corporaciones ricas, multimillonarios, y millonarios están violando a la Madre Tierra en la selva amazónica, la cuenca del Congo, la selva tropical de Nueva Guinea, la selva tropical de Sundaland, y la cuenca del río Mekong. No les importan los indígenas; solo les importa hacerse más y más ricos. 💕 ☮ 🌎 🌌', ""Can't get a thing... translation please"", 'Indigenous people should be in charge of their environment. Excellent management for thousands of years and valuable knowledge for the future. Protect them!']"
ZrdgSp-OVpM,"['What isn\'t mentioned is the need ti help developing countries so that they can still develop, and not remain exploited by developed countries- which countries are selling these innovations? which countries are expected to buy them? How do they plan to help protect nature when most nature is in undeveloped countries- countries already struggling with poverty? Europe has already removed most of it\'s forests, do they plan on financing protection of the Amazon and paying workers, who need the logging money to survive,  a wage to protect the amazon instead? Will they go into Colombia, Venezuela and Brazil and give the communities who live around the amazon a better alternative? If anyone says ""Well they just have to for the sake of the world."" then I kindly ask you to move there, and let them live in your home with your comforts... for the sake of the world.', 'Actually....... China and India are the biggest emitors ...', '6?', ""reclaim the scraps of freedom we've lost\n\nyou can make lenseless glasses by poking needle holes in basically anything\ndandelions are completely edible\nThere's a north american holly plant who's leaves contain caffeine. You don't need coffee shipped from forever away"", 'fear of eviction feeds overproduction!\nlet the people and the planet rest!\nno more rent on primary residences!', 'Its funny cause it obviously wont work optimistic thinking only works if you have reason to know it can work and sadly what they want to do is hypothetically possible but unlike past cases of innovation where lots of people started to apply and try and innovate to few are doing it since folks care more about self gain', 'Honestly to say,in my country, the whole way of electricity vehicle is compared more expensive than oil-used ones. In the way of thinking: how can i spend more and sacrifice my life quality when changing to use electrical vehicles? For example:Fix a electricity car battery costs more than fixing a gearbox in engine. And car bettery is easily to be broken in guarantee maintenance limit years. Tell me practical method. Theory is theory.', ""The same old rhetoric: We have the solutions, but we need to act now. Come on! It's over! The apocalypse is already here and will be in full swing by the middle of this century."", 'To meet the worldwide demand of energy without hurting Mother Earth, we need these kinds of energy: wind, solar, hydro, geothermal, tidal, and biomass. But for the next 1000 years we also need nuclear fusion. Someday, however, we will need to get energy from tiny black holes.\n💕 ☮ 🌎 🌌', 'Looks like we’re fucked']"
ABHdTi1If0c,"['Powerful! Need this.', 'Like this', '""Cynicism is not a system upgrade, it\'s mental malware."" This is true on so many levels, and being the IT guy, this got me. Power of TED is beautiful.', '""we can change that mindset"" ... Me as a cynical: ""no we can\'t!""', 'How were the ""cynics"" identified...?', 'I have been mired in cynicism for more than a decade. I wish I could give this talk more likes, and hearts. It helped me.', ""I love you all..\n\nGreetings dear....😍 Hi dear.. Hot blood flow Carve love in the heart Keep it always Take away all your pain Feel all the bitter sweetness that is in front of you Feel all the sorrow and laughter in love What is in you my soul is my shield of love Support and support me when I'm tired You're in my heart the protector of my love Support and support me when I'm tired As soft as white clouds adorn Lead the way to fly to the clouds Sing it to me The most beautiful fruit rhymes of your labors."", 'Have you heard by the economic sanctions against NATO? Of course, NATO has done: 14,500 dead in Libya 165,000 dead in Afghanistan 224,000 dead in Syria 1200,000 dead in Iraq, no one of these countries has been punished. Does NATO have moral foundations to rebuze Russia or others? Political hypocrisy', ""Like he said, this could not be a panacea, but for sure it's a start. Thanks for sharing with us that it's possible to change and shape our world."", '12 minutes of rubbish.\nthis video is only suitable for general public, not intelligent or smart (possibly obsessed and stubborn and arrogant)people.\nhe still hadn\'t explained the ""trap"" logic\nthe only trap is ""if you don\'t believe in good, you are cynicism, you are bad, you are evil"" logic']"
KpnxojCPyQs,"['😁 P r o m o s m.', 'Terrible rendition', 'I wanted to trade in Crypto but got  confused by the fluctuations  in price', 'cool', 'Good song', '""We all live in a Yellow Submarine"". \nThe first step is singing ""You are the Sunshine of my Life""! 😊😊😊', 'Don’t give up that day job just yet. Else go get one…', 'why?- why? and why?\n\nTED.... Tell me!\nO please/ tell me..!\n\nTell me.. what the truth in there 🌍🌏🌎?!\n\nThank you 😌\nTED/ why?', 'why?- why? and why?\n\nTED.... Tell me!\nO please/ tell me..!\n\nTell me.. what the truth in there 🌍🌏🌎?!\n\nThank you 😌\nTED/ why?', 'Yes why?\nTED | \' The TRUTH and the RIGHT is SAID .\'\n\nTED | Why?\n\n-- \nWe must say openly\r to each other the things we hold in our hearts and that too often are\r said only behind closed doors.\xa0 \n\nThere must be a sustained effort \n\nto\r listen to each other; \n\nto learn from each other; \n\nto respect one another;\r\n\nand to seek common ground.\xa0 \n\nAs the Holy Koran tells us, ""Be conscious\r of God and speak always the truth.""\xa0 \n\nThat is what I will try\r to do today -- to speak the truth as best I can,  \n\nhumbled by the task\r before us 🌏🌍🌎!.\n\nThank you.']"
e5bRX5U1a_4,"['Most pragmatic and insightful climate talk I’ve seen. It’s clear that pulling investment from companies that are getting it right, is probably disastrous', 'so, basically we are screwed unless we get a miracle.', 'you see that what you eat pollutes more than an old tractor!', 'nothing pollutes this planet more than cattle farms.  what do you know about pollution?', 'great talk great ambitions, i appreciate the talk. thank you very much, love a push of info and good steps forward. those who are thinking, and aware, and thriving for greatness, for all. not selfish, greedy, and benefiting self. sooo i love you , for authenticity, and revealing truth, and idea.', 'reward for positive, uplufting, innovative processes. work in progress .', 'how to be a union rep. for the ones unawaee, but effected, by, technology. ( currency) any naive, youth or elder, or just simply unaware of the things under the radar?', 'To meet the worldwide demand of energy without hurting Mother Earth, we need these kinds of energy: wind, solar, hydro, geothermal, tidal, and biomass. But for the next 1000 years we also need nuclear fusion. Someday, however, we will need to get energy from tiny black holes.\n💕 ☮ 🌎 🌌', 'let people rest\nthe threat of eviction is killing the planet\nproduce for need and not just for profit\nlet the planet rest', 'Great talk.  Great challenge...']"
L7vXZ1BnTBI,"['What up WIL-soundtrack in the background..!', ""I'd really really want to believe him... But talk has never been cheaper."", 'If saving your child was a business would you take that risk?\nSaving the planed is not a business, it is our obligation.', 'I feel so clean now, all washed down in green. Jesus.', 'Sure sounds like a lot of corporate propaganda from a company that benefits massively from consumerism.', '*_1_* Use public transportation as much as possible.\n*_2_* Buy used clothes and shoes; stop buying designer clothing (Armani, Gucci, etc).\n*_3_* Use minimal heating and cooling (from 65 °F to 79 °F).\n*_4_* Keep washing dishes and doing laundry to a minimum.\n*_5_* Shower for five minutes three to four times a week.\n*_6_* Practice the six *_Rs:_* reduce, reuse, recycle, recover, rethink, and revolutionize.\n💕 ☮ 🌎 🌌', 'Ted needs to talk about Ecosia they are a search engine that plants tress', 'great', ""ffs why do we talk about saving the climate when we don't give a fk about things like f1 racing, drag cars, and all sorts of pointless corruption of the rules. wasting energy!"", ""😀\n👍\nYes | TED👍!\n\nAnd yes \nMAYBE YOU'RE RIGHT 👍!\nYes👍\n\n👍\n# Cop 26 \nSAVE OUR PLANET 🌏🌍🌎!\n\n👍\n\n\n'' we are talked a lot about, but we are not listened to '' -why?\n😀\n\nThank you.\n😀😀""]"
pxeJxyCiOJo,"['thats easy... replace meat with soya or mushroom', ""Someone like him should know that mushrooms aren't plants...smh"", 'Thank you for making such a clear connection between human and more-than human suffering in this video. One of the most incredible things about transitioning to a vegan diet is that renewed sense of kinship with the other creatures in our world!', 'What an amazing story! Veganism desperately needs more people like you Derek! ❤', '💖💖💖', ""What a story! I am so sorry about your loss, I hope and pray Amanda is proud of you. I become vegan twice a week and for about 80 additional days throughout the year as a preparation for Christmas and Easter. It is a great way to think of the planet as a giant living family and rely less on animals as a food source. I do not mind eggs and my stomach doesn't like dairy and if I eat meat it's usually chicken or fish. But this conscious awareness of other living creatures around us and climate change is paramount to me. Plus there are so many health benefits to eats more and more veggies. So give it a try friends, one meal at a time :)"", 'I respect your view bro, but what will happen if we depend only on the 0lants?? number of animals will increase and at the same time the number of plants will decrease specially when we compete with animals to eat plants. However, the result will be: damage to the environment then a horrible effect in climate change!!\nso, my opinion is: try to balance between eating meat and plants-based food', ""Thanks Derek.  Spot on.  I finally went plant-based on Jan 1st this year, wish I'd done it years ago.  Look forward to trying out your recipies to see if they'll help the rest of the family change their diets too."", 'I love this.\nSincere condolence too.', 'What about the animals they kill to keep off the crops?']"
eIRtcspIH4U,"['Would you talk to me?', 'All that money goes to India', 'The 0.1% known as the elite are the biggest scammers. Black Rock buying up half of American neighbourhoods. Stop the elite scamming all of us!', ""I assume everyone's trying to scam me. False negatives are much better than false positives."", 'Great subject matter that finally got the light of day.\nGreat Talk Ted.', 'Most can see right through your message it’s quite the tone. At the end of your message thanks for sharing ur point of view', 'As ones ability to think critically declines, the emotional side of ones brain takes over. When the people you are emotionally bonded too are unethical you lose the ability to protect your interests. I wonder if there might be some way to train people so that their emotions don’t override their critical thinking.', 'May God bless you Jane. Thank you for bringing this to our attention.', '*_1 Love_* is the foundation of everything good. If you love, you will never exploit or be exploited.\n*_2_* It’s a jungle out there. Be generous and polite but don’t trust anybody concerning money, including men and women of the cloth.\n*_3 Never_* give your social security number or your financial information to anybody over the phone or on emails.\n*_4_* If something said over the phone or on an email sounds too good to be true, *_it’s a scam._*\n*_5_* Money corrupts most people—don’t lend money or borrow money.\n💕 ☮ 🌎 🌌', 'This is really shocking.  A mountainous problem.']"
0jNhhrgczsc,"['I am raising a 10 yo black girl who is taller than most adults. She is already having trouble with adults commenting on how tall she is, also feeling like she is so much more than just tall. She swims, dances, plays guitar, clarinet, volleyball, loves math and wants to be a writer. Thank you for sharing your crucial experiences and insight, Candace.', 'Amazing talk', 'The irony is that she is talking about accepting people, not putting them into ""boxes"", talking about ""body positivity and body consciousness towards all shapes and sizes"" and at the same time opens the lecture by focusing on the height of ""5\'7 guy at TSA PreCheck"". She is there to flex her accomplishments and how good of a mother she is, provoking feminism without giving examples and ideas HOW to actually break down the barriers. TED, you can definitely do better.', 'there was a time when ted used to be great.', 'Nếu thích bản cover này của Đức Phúc thì hãy chia sẻ thật nhiều ạ. Ekip sẽ có động lực tiếp tục ra mắt nhiều ca khúc tiếp theo nè ❤', 'A powerful talk.🙌 God bless your heart.❤', 'Life is one big limit. This is woowoo.', '""Barrier breaker is about not staying in your lane"" 🔥', 'so motivating and cool - I love this lady and her speach', 'That was a slam dunk of a talk! You do you, Candace!']"
uJKDipbCzdc,"[""funniest part of this video is that they don't feel any funny at all"", 'Humor is the key.❤', 'Here before a million plus views ⭐', '8:20 was the smoothest ""yo mama"" ever', '“Choose to live life on the precipice of a smile”', 'Book name: “Humor, Seriously: Why Humor Is a Secret Weapon in Business and Life (And how anyone can harness it. Even you.)”', 'A guest on The Wall Street Journal Report spoke sometime last week about making over $631,000 in 4months with a capital of $100,000, which made me realize that as a beginner i have alot to learn, so please assist me with any pointers or tips that would help me make this much profit.', 'Why are TED comments filled with such outdated cliche viewpoints?', ""I'm thankful my current manager and my work mates found the balance of efficiency and humour at work.. I feel more productive and motivated to go to work. I never leave work without laughing."", 'John 3:16 💝']"
e9hocuNjMqU,"['This thing has destroyed Scotland,how dare it stand there claiming any kind of success,our country is on it`s knees due to their utter incompetance and corruption.', 'Flush Turdgeon away before it’s too late.', 'The biggest producer of wind is on the stage.', 'Horrible liar and dictator , Hitler comes to mind . Gren energy ain\'t enough to power the world, butan was ruined by tv . Scotland has been wrecked by this woman , how many private jet flys to these "" Green "" / WEF conferences there really fascists . Nicola "" Stupid or dangerous "" Sturgeon. Fair only if she approves.', 'Sturgeon will go down in History as the most useless politician in Scottish history. Look at the Scottish NHS? Look at the the cash going to thier freinds at Calmac? How much help can her husband still be giving the police.', '...get your oil out .....', 'An audience full of snp supporters obviously.', '& still holding back on new  oil  rigs lest jobs shes a halfwit', ""An extraordinarily corrupt women. Her default answer on anything is 'independence.' The NHS is bankrupt and she takes no notice."", 'She’s a traitor. Rule Britannia.']"
